Dennis smith jr revenge tour?
"I was a Mavericks fan since 2000. If you were a fan of the team instead of being a Luka stan, you would see the poor moves management makes that break the team.  &amp;#x200B;  The Rondo trade for one. The Mavs were playing good ball and they broke their Offense for a guy that assist hunts. The team before had the ability to be unselfish on the offense and make hockey assists. They were a 4th seed.  The Odom Trade. This trade should never have been made simply for what he did to JJ Barea.  &amp;#x200B;  Right now the team is based around a Lebron James / James Harden type player who has an usage rate that outpaces his conditioning, surrounded by inconsistent shooters but they expect to live or die by the three. They are 28th in 3pt%.   * If you are going to trade someone, trade for someone who can shoot. Yet they traded a guy in Barnes that can shoot for Justin Jackson. * They drafted Shane Larkin over Giannis.  * They drafted Jalen Brunson, a player who assist hunts, shoots first, a poor defender, and is a black hole on offense over Mitchell Robinson. * They traded Shake Milton to the 76ers while keeping Isaiah Roby even though they had too many SFs at the time, and had Brunson backing Luka up. * They allowed McDermont to leave. * They traded Dennis Smith Jr to the Knicks so Luka can be the main focus on the offense. Yet he doesn't have the conditioning to play Lebron type minutes.  &amp;#x200B;  It's silly and sad. I don't wish to be a Mavs fan. I'm not a fan of that team anymore."
"Well when the Centers above him in rotation are injured Okafor kicks ass. Dante Exum had injuries, Emmanuel Mudiay sat on Utah’s bench last year and did alright, Stanley Johnson is stealing minutes from Matt Thomas on my Raptors, Justise Winslow played like 7 games last season (I think), Dragan Bender turned out to only be a baby Dragan, Kris Dunn has a worse jumper then Stevie Wonder, Thon Maker realized he was ass and kept a connection to that by making Thongs, Skal Labissiere is still trying to learn how to spell his name, Josh Jackson’s doing alright on the Pistons this year Phoenix was pretty impatient with his effiency and consistency, Frank Ntilikina is the god and you will not besmirch his name, Dennis Smith Jr got traded to the Knicks where player development comes to die, TJ Leaf never turned over a new leaf, Dwayne Bacon burned his foot on a George Foreman grill cooking himself, Marvin Bagley gets injured more then I get rejected (a lot), Mo Bamba is hardly playing this season, Zhaire Smith is Zhaire Smith and Mo Wagner is existing"
Is Marvin Bagley really *that* bad that he’s being lumped in with Stanley Johnson and Dennis Smith Jr?
Bro i forget that dennis smith jr. is in the nba
We’re paying this man less than we’re paying Dennis Smith Jr.
Adam Morrison.  Josh Childress.  Dennis Smith Jr.  Frank Ntilikina.
Malik Monk and Dennis Smith Jr. I was so pissed when the Bulls took Markkanen instead of one of those guys in the draft.
"I sold my land on Justise Winslow Court last year. My current investment portfolio of Fultz, Marquese Chriss, and Dennis Smith Jr. is a mixed bag right now."
“Nobody has god given talents. Mine just so happens to be slanging this wood in my pants” -Dennis Smith Jr
I'll give you a whole Elfrid Payton and Dennis Smith Jr for George Hill
Is it a homer take to claim that THJ alone was worth the protected 1st round pick we owe the Knicks in a couple of years?  That turns KP basically into Dennis Smith Jr. and the unprotected 2021 1st round pick.
A good one by prime Dennis Smith Jr:  https://youtu.be/MRV_HFpLusI  Russ and Dame are going to have a lot of those hesi's also
so dennis smith jr and a wifi only brother printer won't get the deal done then?
"2017 they still had Kristaps, Noah (of course he became a tire fire but at the time there was still some hope he could be at least solid), Frank Ntilikina (who was just drafted with high hopes)   2018 Knicks had DeAndre Jordan, Dennis Smith Jr. (thought to be a future star), Frank Ntilikina (who still had more hope back then) and Mitchell Robinson   76ers:  2013: ROY MCW, Nerlens Noel (granted he was hurt but still had that hope)  2014: Noel, Robert Covington, Joel Embiid (missed year but still carried massive hope)   2015: Noel, Covington, Embiid (still hurt), Jalil Okafor (was still an all rookie guy with upside at time)  2016: Covington, Embiid, Saric (decently regarded draft and stash guy playing his first year), Simmons (hurt the whole year but still was a hopeful impact guy)   Nets 10 years ago had Brook Lopez"
"Aw damn I’ve been loving Sexland sorry my man. I was just doing it off the top of my head, and didn’t think about him because Garland was last year  I studied the hell out of that draft because it was the first time in awhile the Mavs might have a top 3 or so pick. I had done *this* close to talking myself into how Mo Bamba and Dennis Smith Jr would be awesome together lol. Our own Westbrook and Gobert hahaha."
"Luka didn't fit great along Dennis Smith Jr. with the Mavericks, either, and look what happened to him.  Bad fits are eminently fixable; you take the best player at your draft slot and either trade the draftee or the mismatched pieces around him to fix the fit.  This does, however, rely on having a competent front office."
"- OG is not playing well - Jared Culver playing better but league probably doesn't believe it - Markannen has been totally acceptable but he doesn't seem as threatning as before - Devonte Graham has been atrocious on my fantasy team, so many 0-5 games already - Sekou Doumbouya and Killian Hayes have not played well - Mo Bamba virtually has no stock right now - Malik Monk virtually no stock - Dennis Smith Jr has no stock - Westbrook better turn the W's around, about to destroy his rep permanently - Literally nobody believes in Wiggins now - honestly James Harden's trade stock is unbelievably low for what he is - Nobody would pay much for D'lo Russell rn - No prospect on the Bulls for that matter has much value, though all 'should' be good. Don't get that team."
It kills me when I see people calling them one of the best NBA pods. I remember Duncan being particularly convinced that Danny Green and Dennis Smith Jr. were better than Devin Booker. Their scouting is just flat out bad.
&gt; Well funnily the Mavs had Dennis Smith Jr who wasn’t on board with Luka at al  Thats simply not true
"Well funnily the Mavs had Dennis Smith Jr who wasn’t on board with Luka at all, and they shipped his ass out ASAP.    Fox isn’t good enough to be pulling those strings."
Dennis smith Jr. feel like he was a force his rookie season and then disappeared
"If I were a rookie I'd rather go play for the warriors than the Timberwolves..... you get to learn from veterans like Steph and get yelled at by Draymond.  I feel bad for rookies who go to franchises that force them into 30 minute roles without development, and after a year or two of suffering they are basically out of the league.  Examples: \*Dennis Smith Jr, \*Josh Jackson (Ironically both are finding a new career in Detroit)"
Keep saying dumb shit to distract yourself from the big fat L Mason Plumlee and Dennis Smith Jr handed your sorry team
  **Pistons @ Raptors**  [](/DET) **129 -  105** [](/TOR)  **Box Scores: [NBA](http://www.nba.com/games/20210303/DETTOR#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/detroit-pistons-toronto-raptors-2021030328)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Detroit Pistons|43|26|29|31|129| |Toronto Raptors|37|23|20|25|105|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Detroit Pistons|129|48-91|52.7%|20-41|48.8%|13-21|61.9%|12|49|39|28|11|12|4| |Toronto Raptors|105|34-77|44.2%|12-36|33.3%|25-30|83.3%|7|34|17|20|6|14|5|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Detroit Pistons|**25** Wayne Ellington|**12** Dennis Smith Jr.|**11** Dennis Smith Jr.| |Toronto Raptors|**36** Norman Powell|**8** Chris Boucher|**6** Kyle Lowry|
Dennis 'I'll beat yo azz' Smith Jr
"&gt;  TJ McConnell, Dennis Smith Jr, Mason Plumlee   ah yes the usual suspects"
glad to see Dennis Smith Jr. getting a chance to play and making something of it.
"The three players to record a triple double tonight so far are Mason Plumlee, Dennis Smith Jr. and TJ McConnell (with steals!).      What even is basketball."
Dennis Smith Jr is an enigma
We got one Dennis Smith Jr for that wolves pick 👀👀
Dennis smith jr stay solid my.... friend
Adam Silver looking for a way to retroactively nix the Dennis Smith Jr trade since it was so unfair to the league's biggest market.
"Pretty sure this is the first time I've seen Dennis Smith Jr on /r/nba this entire season so far. Dude would have highlights nonstop his rookie year, and only now he finally puts up a highlight."
"It's ridiculous... fans willing to give up on Porziņģis after 1.25 seasons is insane.   Also any team with Luka will not be tanking for a top 5 pick. They will be a 30 win team still and get a 8-10 pick. Would Luka, Brunson and a top 10 pick even be good? Chances are we draft another Dennis Smith Jr player.   Also if we get rid of Porziņģis who are we signing in free agency? Dallas' biggest free agent signings in 20 years have been Chandler Parsons, a AARP Vince Carter, 12 ppg Shawn Marion, Erick Dampier, Monta Ellis, DeAndre Jordan (2nd attempt), Wes Matthews post ACL, and Harrison Barnes to a max contract. Porziņģis has been better than all of those guys but gets more hate than all of them... And KP has hardly been the first player making max money. Parsons and Barnes both got max contracts and played worse than Porziņģis has. Dampier was our highest paid player during Dirk's prime and was a bench player."
"""Dennis Smith Jr is a better prospect than Devin Booker""  ""Danny Green is a better shooting guard than Devin Booker""  I'm okay being a low-IQ fan if those are high-IQ takes."
The players are RJ Barrett and Dennis Smith Jr
RJ Barrett and Dennis Smith Jr
Wow he's outplaying Dennis Smith Jr.
I was telling anyone who would listen that Mo Bamba and Dennis Smith Jr was a solid core to build around.
"it's a joke about the Porzingis trade  the actual trade was Dennis Smith Jr, 2 firsts and some filler for Tim Hardaway Jr, Porzingis and some filler  meta joke about everyone's hot takes on that trade from this week calling THJ the asset instead of Porzingis"
Dennis Smith Jr? Didn’t you guys draft him?  Edit: oh. I get it.
"1 on 1, but it scrubs vs former MVPs  Like Cody Martin vs Micheal Jordan  Or Alex Len vs Shaq  Or Dennis smith jr vs Steve nash"
Maybe with Detroit and a package revolved around Dennis Smith Jr
"Dude, the mavs gave up Dennis Smith Jr and picks for KP, THJ and Burke.   Signing KP to a max was the real blunder, but they kind of had to roll the dice on that. Maybe in the middle of next season of after they can trade him"
They might be able to get Dennis Smith Jr and a late round first pick. Who says no?
"Just copy paste this  ||		 |:-:|		 |[](/DET) **96 -  105** [](/ORL)| |**Box Scores: [NBA](http://www.nba.com/games/20210222/DETORL#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/detroit-pistons-orlando-magic-2021022219)**|   || |:-:|											 |&amp;nbsp;|		 |**GAME SUMMARY**| |**Location:** Amway Center(4002), **Clock:** | |**Officials:** Curtis Blair, Karl Lane and Brett Nansel|  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Detroit Pistons|26|22|28|20|96| |Orlando Magic|28|28|27|22|105|        ||		 |:-:|		 |&amp;nbsp;|		 |**TEAM STATS**|  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Detroit Pistons|96|34-91|37.4%|11-40|27.5%|17-21|81.0%|9|49|23|21|10|11|4| |Orlando Magic|105|35-81|43.2%|9-30|30.0%|26-29|89.7%|5|51|24|18|7|11|8|  || |:-:| |&amp;nbsp;| |**PLAYER STATS**|  |||||||||||||||| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| **[](/DET) Detroit Pistons**|**MIN**|**PTS**|**FGM-A**|**3PM-A**|**FTM-A**|**ORB**|**DRB**|**REB**|**AST**|**STL**|**BLK**|**TO**|**PF**|**+/-**| |Saddiq Bey^SF|29:32|11|3-10|3-10|2-2|1|7|8|1|1|0|1|2|-5| |Jerami Grant^PF|34:33|24|8-16|2-6|6-6|0|5|5|4|0|0|2|4|-6| |Mason Plumlee^C|28:08|10|4-5|0-0|2-2|0|7|7|3|2|0|1|4|-10| |Wayne Ellington^SG|15:44|3|1-4|1-3|0-0|0|0|0|3|0|1|0|3|+1| |Dennis Smith Jr.^PG|15:25|6|2-6|2-4|0-0|0|0|0|2|2|0|4|2|-12| |Josh Jackson|32:16|17|7-23|0-6|3-4|4|6|10|2|0|0|1|1|-10| |Saben Lee|32:35|12|4-7|0-1|4-7|0|4|4|5|3|0|1|4|+3| |Isaiah Stewart|19:52|4|2-5|0-1|0-0|4|4|8|2|0|3|0|0|+1| |Sekou Doumbouya|16:26|3|1-6|1-4|0-0|0|5|5|0|1|0|0|1|-3| |Svi Mykhailiuk|15:29|6|2-9|2-5|0-0|0|2|2|1|1|0|1|0|-4| |Frank Jackson|0:00|0|0-0|0-0|0-0|0|0|0|0|0|0|0|0|0| |Rodney McGruder|0:00|0|0-0|0-0|0-0|0|0|0|0|0|0|0|0|0| |Deividas Sirvydis|0:00|0|0-0|0-0|0-0|0|0|0|0|0|0|0|0|0| **[](/ORL) Orlando Magic**|**MIN**|**PTS**|**FGM-A**|**3PM-A**|**FTM-A**|**ORB**|**DRB**|**REB**|**AST**|**STL**|**BLK**|**TO**|**PF**|**+/-**| |James Ennis III^SF|20:48|3|1-3|0-2|1-2|0|2|2|1|0|0|0|1|+3| |Al-Farouq Aminu^PF|18:57|3|1-4|0-2|1-1|1|5|6|2|4|2|0|1|+12| |Nikola Vucevic^C|36:11|37|14-27|2-6|7-7|0|12|12|3|1|2|1|2|+16| |Evan Fournier^SG|31:17|29|7-15|3-10|12-13|1|6|7|7|0|0|4|1|+20| |Michael Carter-Williams^PG|27:29|3|1-3|0-0|1-2|2|7|9|5|1|1|2|3|+17| |Chuma Okeke|24:39|2|1-3|0-1|0-0|0|3|3|2|1|0|0|2|-5| |Terrence Ross|31:36|17|7-16|3-5|0-0|0|4|4|3|0|0|2|1|+8| |Chasson Randle|20:31|4|1-1|0-0|2-2|0|3|3|0|0|0|1|4|-8| |Dwayne Bacon|16:43|7|2-7|1-4|2-2|0|3|3|0|0|0|1|2|-11| |Khem Birch|11:49|0|0-2|0-0|0-0|1|1|2|1|0|3|0|1|-7| |Mo Bamba|0:00|0|0-0|0-0|0-0|0|0|0|0|0|0|0|0|0| |Gary Clark|0:00|0|0-0|0-0|0-0|0|0|0|0|0|0|0|0|0|         || |:-:| |^[rnbapgtgenerator](https://f1uk3r.github.io/rnbapgtgenerator/) ^by ^/u/f1uk3r|"
"That is not stacked  Stacked is  MVP LeBron James  FMVP Dwyane Wade  AllNBA Chris Bosh  Ray Allen  ALL NBA Kevin Love  Kyrie Irving  Tristan Thompson  Jr Smith  Kyle Korver  MVP AND DPOY CANDIDATE /ALLNBA Anthony Davis  Kyle Kuzma  Rajon Rondo  KCP  Former DPOY Marc Gasol  6MOY CAN DENNIS  6MOY MONTREZL  Caruso  Etc  Vs   Patrick Bev, EG, Danuel House, PJ Tucker, Ryan Anderson... lol. LeBron has been loaded with HOF on his team."
So is Dennis Smith Jr lol
Shoutout to Dennis Smith Jr for voting himself lmao
**40 points or higher**  Joel Embiid - 49pts   Brandon Ingram - 49pts   Zach Lavine - 49pts   Paul George - 48pts   Jamal Murray - 48pts   Danillo Gallinari - 47pts   Victor Oladipo - 47pts   Andrew Wiggins - 47pts   Luka Doncic - 46pts   Donovan Mitchell - 46pts   Kawhi Leonard - 45pts   Julius Randle - 45pts   JR Smith - 45pts   Bojan Bogdanovic - 44pts   Gordon Hayward - 44pts   Ja Morant - 44pts   Pascal Siakam - 44pts   Jeff Green - 43pts   Jaren Jackson Jr. - 43pts   Chris Paul - 43pts   Nikola Vucevic - 43pts   Kyle Lowry - 43pts   Michael Beasley - 42pts   Jaylen Brown - 42pts   Trey Burke - 42pts   Jordan Clarkson - 42pts   Marc Gasol - 42pts   Buddy Hield - 42pts   Jodie Meeks - 42pts   Terry Rozier - 42pts   Collin Sexton - 42pts   Ben Simmons - 42pts   Bam Adebayo - 41pts   Eric Bledsoe - 41pts   Allen Crabbe - 41pts   Spencer Dinwiddie - 41pts   Tyreke Evans - 41pts   Rudy Gay - 41pts   Aaron Gordon - 41pts   Gerald Green - 41pts   Kyle Kuzma - 41pts   Austin Rivers - 41pts   Dennis Schroder - 41pts   Jayson Tatum - 41pts   Karl-Anthony Towns - 41pts   Grayson Allen - 40pts   Trevor Ariza - 40pts   Mike Conley - 40pts   Goran Dragic - 40pts   Devonte Graham - 40pts   Dwight Howard - 40pts   Reggie Jackson - 40pts   Kelly Oubre - 40pts   Kristaps Porzingis - 40pts   JJ Reddick - 40pts
If you can get Dennis Smith Jr to work as well you're definitely doing something right
Dennis Smith Jr. I forgot...duh!
Troy Weaver won’t get it because the pistons are bad but he’s been unbelievable given what he inherited:   - Drafted ROTY candidate Saddiq Bey  - Drafted absolute stud Isaiah Stewart   - Signed Jerami Grant to a moderate deal who’s now taken the leap to All Star level   - Signed Delon Wright who’s now viewed as an asset  - Signed Mason Plumlee who’s now viewed as an asset   - Signed Josh Jackson who has been incredible  - Traded an expiring Derrick Rose for a second and Dennis Smith Jr who continues to look better by the game   and none of this is including the drafting of Killian Hayes who we have no idea what he can become
"Russell Westbrook.  His draft was the first draft I really followed, and I was 100% he'd be a worse player than Jerryd Bayless and DJ Augustin. Then he became my favourite non Piston ever.  &amp;#x200B;  Dennis Smith Jr. is kinda the opposite, I saw the athletism and I was sure he would overcome his flaws because of the Westbrook example, turns out I overrated his athletism and underrated how crazy the Westbrook developpment was (from back up shooting guard to all star point guard in 4 years)"
How dare you disrespect Dennis Smith Jr. like that
"The spacing and talent that Lamelo has opens up the floor for him to operate in ways Luka never had due to roster construction. Luka had a near-death Deandre Jordan, a ""supposed"" NBA player in Dennis Smith Jr, a Wesley Matthews that played like JR Smith, and a Harrison ""horse-blinders"" Barnes that passed maybe once out of a drive all season."
Definitely would rather have Danny Green. And Dennis Smith Jr. is for sure a better prospect.
"Nobody averaged 30ppg in the 40s, so I doubt Dennis Smith Jr would."
Put Dennis Smith Jr. on a team in the 1940s and he probably could average 30
